Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,100 sq.m.,1,2,1,Euro Renovation,300 sq.m.,Gegharkunik › Sevan,"180,000 ֏ monthly",AMD,Сдаётся частный дом со всеми удобствами и коммуникацией мебелей и техникой можно и по суточному,Dec-12-2022_21-44,Available,1 spot,,,,https://list.am/en/item/18063648,5,Yes,Yes,Not included,By Agreement,
Country House,Stone,54 sq.m.,1,3,1,Euro Renovation,30 sq.m.,Gegharkunik › Sevan,"20,000 ֏ daily",AMD,Available for daily rent. Located in Lavender City. Discounts available for long-term rentals.Translated from Armenian,Dec-12-2022_21-44,,,,,,https://list.am/en/item/18425992,,,,,,
House,Stone,110 sq.m.,1,4,1,Old Renovation,300 sq.m.,"Դեմիրճյան փողոց, Գավառ","40,000 ֏ monthly",AMD,"The house is located in the province, near the vaikomatTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/18220410,7,Yes,Yes,Not included,2 months,
House,Stone,130 sq.m.,2,5,3+,Designer Renovation,500 sq.m.,Gegharkunik › Sevan,"$1,100 monthly",USD,"Օրավարձով և երկարաժամկետ վարձակալության է տրվում դիզայներական ոճով վերանորոգված սեփական տուն՝ Սևանա լճի ափին։ Տունը նախատեսված է 10 անձի համար։Վերանորոգումը կատարվել է 2022թ-ի օգոստոս ամսին։Մահճակալները նոր են՝ օրթոպետիկ ներքնակներով, առկա է 3 սանհանգույց, սպասք, ինտերնետի հասանելիություն, սմարթ հեռուստացույց, բարձրակարգ մեդիա համակարգ, սառնարան, միկրոալիքային վառարան, թեյնիկ, մանղալ իր պարագաներով և այլն։Сдается посуточно и долгосрочно частный дом с дизайнерским ремонтом в Шорже, на берегу озера Севан. Дом рассчитан на 10 человек.Ремонт сделан в августе 2022 года.Кровати новые с ортопедическими матрасами, есть посуда, интернет, смарт ТВ, медиасистема высокого класса, холодильник, микроволновая печь, чайник, мангал с принадлежностями и т. Д.Также возможна аренда двора, цена будет 60 000 драм.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18202726,8+,Yes,Yes,Included,By Agreement,
House,Stone,71 sq.m.,1,5,1,Cosmetic Renovation,500 sq.m.,Gegharkunik › Vardenis,"40,000 ֏ monthly",AMD,"It has constant gas light, cold water, hot water, very hot roomTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/18487751,8+,Yes,Yes,Not included,By Agreement,
Country House,Stone,300 sq.m.,3,5,2,Designer Renovation,600 sq.m.,Gegharkunik › Sevan,"200,000 ֏ monthly",AMD,Provided long termTranslated from Armenian,Dec-12-2022_21-44,,,,,,https://list.am/en/item/18400579,,,,,,
House,Stone,70 sq.m.,1,4,1,Major Renovation,900 sq.m.,Gegharkunik › Sevan,"20,000 ֏ daily",AMD,"A house is for rent on a daily basis.The house has constant hot and cold water, heating, WI-FI, TV, refrigerator, bathroom, 3 comfortable bedrooms, living room.Translated from Armenian",Dec-12-2022_21-44,Available,Not available,,"Fridge, stove, coffee maker, washing machine, water Heater",,https://list.am/en/item/18681763,8+,Yes,Yes,Included,Without prepayment,"Television, internet, barbecue oven, gazebo, alarm system"
House,Stone,64 sq.m.,1,3,1,Major Renovation,500 sq.m.,Gegharkunik › Sevan,"45,000 ֏ daily",AMD,"Angar Sevan - Mansion Sevan——* living room* fireplace* 3 bedrooms* 1 bathroom* kitchen* booth* grate* green yard——Entry: 14:00Departure: 12:00——Call for details, mention Angar Sevan when calling...——Sevandaily wageprivate househouses for rentreal estaterenthousesper diemTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,"Fridge, stove",,https://list.am/en/item/17065342,8+,Yes,No,Included,By Agreement,"Television, internet, gazebo"
House,Stone,48 sq.m.,4+,2,1,Cosmetic Renovation,,"Սարգիս Սևանեցու փողոց 4, Սևան","70,000 ֏ monthly",AMD,Comes with property and appliances located in 4th micro.Translated from Armenian,Dec-12-2022_21-44,Available,Not available,,"Fridge, coffee maker, washing machine, water Heater, iron",,https://list.am/en/item/18615981,4,Yes,Yes,Not included,1 month,Television
House,Stone,130 sq.m.,1,4,1,No Renovation,1200 sq.m.,"Sevan-Martuni Highway, Lichk","65,000 ֏ monthly",AMD,"For sale, in case of long-term desire, sale.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/17554338,,,,,,
Country House,Stone,500 sq.m.,2,3,1,Major Renovation,700 sq.m.,"Կենտրոնական հրապարակ, Գավառ","50,000 ֏ daily",AMD,"Summer house is located in Hayravank village, it has 3 bedrooms, a spacious living room, there is constant gas, water (hot or cold)restaurant (1 km), located in Hayravank church, family holiday is located 700 m away from the lakeCode 9103Translated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/16289789,8+,Yes,Yes,Not included,1 month,
Country House,Wooden,100 sq.m.,1,2,1,Cosmetic Renovation,2000 sq.m.,Gegharkunik › Sevan,"8,000 ֏ daily",AMD,"2,3,4-room cottages are for daily rent on the shores of Xi'an, Furnished, clean+ free pavilions, playground, cottages.There is also a 4-room cottage for 8 to 10 peopleThere are also separate pavilions on the family beach, prices starting from 3 thousand dramsTranslated from Armenian",Dec-12-2022_21-44,Not available,1 spot,,,,https://list.am/en/item/17884918,6,Yes,Yes,Included,By Agreement,
House,Stone,168 sq.m.,1,3,1,Cosmetic Renovation,300 sq.m.,Gegharkunik › Vardenis,"100,000 ֏ monthly",AMD,It is rented for a long period.Translated from Armenian,Dec-12-2022_21-44,,,,,,https://list.am/en/item/18534092,5,Yes,No,Not included,1 month,
House,Stone,440 sq.m.,3,6,3+,Designer Renovation,860 sq.m.,"Isakov street, Tsamakaberd","220,000 ֏ daily",AMD,"Cross Villa Sevan:A very nice private house in Sevan.With a view of the Sevan peninsula. With its own yard, swimming pool. It has 5 bedrooms, a bathroom, a kitchen, an open balcony with a view of Lake Sevan.Translated from Armenian",Dec-12-2022_21-44,By agreement,Not available,,,,https://list.am/en/item/16600748,8+,Yes,No,By Agreement,By Agreement,
House,Stone,68 sq.m.,1,1,1,Designer Renovation,1200 sq.m.,Gegharkunik › Sevan,"150,000 ֏ monthly",AMD,"A one-room apartment in the city of Sevan, on Abovyan street, which has all the utilities for living, is provided for a monthly fee. For details, call the indicated numbers.Translated from Armenian",Dec-12-2022_21-44,By agreement,Not available,,,,https://list.am/en/item/18582227,3,Yes,No,By Agreement,By Agreement,
House,Stone,180 sq.m.,1,2,1,Euro Renovation,320 sq.m.,Gegharkunik › Sevan,"280,000 ֏ monthly",AMD,"A 2-bedroom apartment in Sevan with a living room, a bedroom, and a bathroom is provided for a monthly fee. For details, call the given number with the code: Pana SevanTranslated from Armenian",Dec-12-2022_21-44,By agreement,1 spot,,,,https://list.am/en/item/18582303,2,Yes,No,By Agreement,By Agreement,
House,Stone,90 sq.m.,1,3,1,Cosmetic Renovation,100 sq.m.,Gegharkunik › Drakhtik,"60,000 ֏ monthly",AMD,"The house is for rent with property and equipment, the price is negotiableTranslated from Armenian",Dec-12-2022_21-44,Available,Not available,,,,https://list.am/en/item/18510796,5,Yes,Yes,Not included,By Agreement,
Country House,Stone,70 sq.m.,1,3,1,Euro Renovation,250 sq.m.,"Улица Дзкнорснери, Севан","170,000 ֏ monthly",AMD,"Дом находится в полуострове Севана, на берегу озера.",Dec-12-2022_21-44,Available,Not available,,"Fridge, stove, coffee maker, washing machine, water Heater",,https://list.am/en/item/18652995,5,Yes,Yes,Not included,By Agreement,"Television, internet, fireplace, barbecue oven, gazebo, alarm system"
Country House,Stone,150 sq.m.,1,4,1,Major Renovation,150 sq.m.,Gegharkunik › Sevan,"35,000 ֏ daily",AMD,"Lavanda city - ում օրավարձով է տրվում հարմարավետ քոթեջ իր բոլոր հարմարություններով։Մշտական տաք և սառը ջուր, խոհանոց /գազ/, սառնարան, 2 ննջարան։Ունի ընդարձակ բակ, ունի բեսետկա, մանղալ, ավտոկայանատեղի։Հրաշալի տարբերակ ընտանեկան լիարժեք հանգստի համար։Сдаётся одноэтажный дом на озере Севана. В сосновом лесу. От озера до дома 200 метров ходьбы.Дом расположен в районе ""Лаванда Сити"".В доме комфорт и уют. В доме один сан узел, горячая и холодная вода, три спальни, кухня и зал. В доме есть всё необходимое для отдыха и проживания. В доме тепло и уют. Во дворе есть беседка для пикника. А также есть катер в в своём расположении. Территория охраняемая, есть пропускной пункт.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18048387,,,,,,
House,Stone,50 sq.m.,1,3,1,Euro Renovation,2000 sq.m.,Gegharkunik › Sevan,"40,000 ֏ daily",AMD,"Newly built cottage, two bedrooms, kitchen, 1 km from Sevan Lake in the Lavender City recreation area.Translated from Armenian",Dec-12-2022_21-44,,,,,,https://list.am/en/item/18012395,,,,,,
House,Stone,80 sq.m.,1,2,1,Old Renovation,,Gegharkunik › Shoghakat,"70,000 ֏ monthly",AMD,"A private house on the shore of Lake Sevan in the village of Shorzha is for sale, exchange or rent. The house consists of four rooms, a kitchen, a bathroom and a bathroom are located inside the house. There is a large open balcony in front of the house. The house is gasified, 2 gas stoves and a water heater are installed, it is provided with constant water and electricity, the wires of which have been changed.The house is located in the center of the plot, it has no common walls with the neighbors. In front of the house there is a large garden with fruit trees, in the back of the house there is a large, watered plot for cultivation. There is a large cellar and a barn in the yard. An iron gate is installed, the door of the house is also iron. The house is furnished, if necessary, dishes and bedding will be provided. In front of the house there is a large garden and a yard that can be used as a parking lot.Translated from Armenian",Dec-12-2022_21-44,Available,1 spot,,,,https://list.am/en/item/17580753,1,No,No,Not included,By Agreement,
House,Stone,150 sq.m.,2,3,1,Major Renovation,1000 sq.m.,Gegharkunik › Sevan,"30,000 ֏ daily",AMD,"Luxury private house in Sevan1, 2 and 3-room house for daily rent with everything, very suitable for enjoying a complete family vacationHas all utilitiesWe can offer several options,The price depends on the number of days and persons, starting from AMD 30,000House dacha cottage guest houseTranslated from Armenian",Dec-12-2022_21-44,Available,3 or more spots,,,,https://list.am/en/item/18190893,8+,Yes,No,Not included,Without prepayment,
